id,subtaskID,answer
123980,4,0
123981,3,8.14
123981,4,1
123982,3,9.08
123982,4,0
123983,3,8.59
123983,4,0
123984,3,9.09
123984,4,0
123985,3,7.73
123985,4,0
123986,3,8.22
123986,4,0
123987,3,9.07
123987,4,0
123988,3,7.49
123988,4,1
123989,3,8.46
123989,4,0
123990,3,9.3
123990,4,0
123991,3,9.04
123991,4,0
123992,3,8.03
123992,4,0
123993,3,9.21
123993,4,0
123994,3,8.62
123994,4,0
123995,3,8.84
123995,4,0
123996,3,9.37
123996,4,0
123997,3,9.03
123997,4,0
123998,3,8.81
123998,4,0
123999,3,8.82
123999,4,0
124000,3,8.71
124000,4,0
124001,3,9.08
124001,4,0
124002,3,9.12
124002,4,0
124003,3,8.51
124003,4,0
124004,3,8.7
124004,4,0
124005,3,8.38
124005,4,0
124006,3,8.69
124006,4,0
124007,3,8.39
124007,4,0
124008,3,8.46
124008,4,1
124009,3,8.5
124009,4,0
124010,3,9.04
124010,4,0
124011,3,8.57
124011,4,0
124012,3,8.74
124012,4,0
124013,3,8.58
124013,4,1
124014,3,8.95
124014,4,0
124015,3,9.23
124015,4,0
124016,3,8.85
124016,4,0
124017,3,7.26
124017,4,1
124018,3,8.54
124018,4,0
124019,3,8.32
124019,4,0
124020,3,9.0
124020,4,0
124021,3,9.25
124021,4,0
124022,3,8.07
124022,4,1
124023,3,8.8
124023,4,0
124024,3,8.32
124024,4,0
124025,3,8.16
124025,4,0
124026,3,7.23
124026,4,0
124027,3,8.75
124027,4,0
124028,3,8.39
124028,4,0
124029,3,8.86
124029,4,0
124030,3,8.45
124030,4,0
124031,3,6.81
124031,4,0
124032,3,9.42
124032,4,0
124033,3,9.23
124033,4,0
124034,3,7.22
124034,4,0
124035,3,8.92
124035,4,0
124036,3,8.77
124036,4,0
124037,3,8.85
124037,4,0
124038,3,9.26
124038,4,0
124039,3,8.85
124039,4,0
124040,3,8.84
124040,4,0
124041,3,8.99
124041,4,0
124042,3,8.09
124042,4,0
124043,3,8.31
124043,4,0
124044,3,9.53
124044,4,0
124045,3,6.66
124045,4,0
124046,3,8.53
124046,4,0
124047,3,8.55
124047,4,0
124048,3,8.3
124048,4,0
124049,3,9.07
124049,4,0
124050,3,8.55
124050,4,0
124051,3,8.53
124051,4,0
124052,3,9.18
124052,4,0
124053,3,7.63
124053,4,0
124054,3,8.72
124054,4,0
124055,3,9.06
124055,4,0
124056,3,8.73
124056,4,0
124057,3,8.22
124057,4,0
124058,3,8.13
124058,4,0
124059,3,9.51
124059,4,1
124060,3,8.35
124060,4,0
124061,3,9.04
124061,4,0
124062,3,8.63
124062,4,0
124063,3,8.88
124063,4,0
124064,3,7.53
124064,4,1
124065,3,8.06
124065,4,0
124066,3,8.91
124066,4,0
124067,3,9.17
124067,4,0
124068,3,9.17
124068,4,0
124069,3,8.4
124069,4,0
124070,3,8.96
124070,4,0
124071,3,8.34
124071,4,0
124072,3,7.55
124072,4,0
124073,3,8.93
124073,4,0
124074,3,8.27
124074,4,0
124075,3,8.11
124075,4,0
124076,3,8.28
124076,4,0
124077,3,8.41
124077,4,0
124078,3,8.68
124078,4,0
124079,3,8.25
124079,4,0
124080,3,8.47
124080,4,0
124081,3,7.41
124081,4,0
124082,3,7.83
124082,4,0
124083,3,9.06
124083,4,0
124084,3,8.94
124084,4,0
124085,3,8.54
124085,4,0
124086,3,9.44
124086,4,0
124087,3,8.43
124087,4,0
124088,3,8.64
124088,4,0
124089,3,8.02
124089,4,0
124090,3,8.15
124090,4,0
124091,3,8.7
124091,4,0
124092,3,8.7
124092,4,0
124093,3,8.71
124093,4,0
124094,3,8.87
124094,4,0
124095,3,6.61
124095,4,0
124096,3,8.5
124096,4,0
124097,3,8.79
124097,4,0
124098,3,8.22
124098,4,0
124099,3,8.86
124099,4,0
124100,3,7.71
124100,4,0
124101,3,8.62
124101,4,0
124102,3,6.86
124102,4,0
124103,3,7.94
124103,4,0
124104,3,8.89
124104,4,0
124105,3,8.37
124105,4,0
124106,3,6.76
124106,4,0
124107,3,8.35
124107,4,0
124108,3,9.04
124108,4,0
124109,3,8.49
124109,4,0
124110,3,5.3
124110,4,1
124111,3,8.46
124111,4,0
124112,3,8.42
124112,4,0
124113,3,7.53
124113,4,0
124114,3,6.95
124114,4,1
124115,3,8.19
124115,4,0
124116,3,8.65
124116,4,0
124117,3,8.15
124117,4,0
124118,3,6.77
124118,4,0
124119,3,8.12
124119,4,0
124120,3,8.49
124120,4,0
124121,3,9.19
124121,4,0
124122,3,8.17
124122,4,0
124123,3,8.41
124123,4,0
124124,3,8.25
124124,4,0
124125,3,8.57
124125,4,0
124126,3,7.73
124126,4,0
124127,3,8.67
124127,4,0
124128,3,7.1
124128,4,0
124129,3,8.98
124129,4,0
124130,3,7.84
124130,4,0
124131,3,8.48
124131,4,0
124132,3,7.4
124132,4,0
124133,3,9.16
124133,4,0
124134,3,8.15
124134,4,0
124135,3,8.45
124135,4,0
124136,3,8.45
124136,4,0
124137,3,7.95
124137,4,0
124138,3,8.83
124138,4,0
124139,3,8.82
124139,4,0
124140,3,9.34
124140,4,0
124141,3,7.43
124141,4,0
124142,3,6.9
124142,4,0
124143,3,6.96
124143,4,0
124144,3,8.21
124144,4,0
124145,3,7.23
124145,4,0
124146,3,6.83
124146,4,0
124147,3,8.7
124147,4,1
124148,3,7.26
124148,4,0
124149,3,8.26
124149,4,0
124150,3,8.63
124150,4,0
124151,3,7.92
124151,4,0
124152,3,6.67
124152,4,1
124153,3,8.81
124153,4,0
124154,3,7.82
124154,4,0
124155,3,8.66
124155,4,0
124156,3,9.23
124156,4,0
124157,3,8.66
124157,4,0
124158,3,8.2
124158,4,0
124159,3,8.73
124159,4,0
124160,3,7.69
124160,4,0
124161,3,8.99
124161,4,0
124162,3,8.52
124162,4,0
124163,3,8.07
124163,4,0
124164,3,7.57
124164,4,0
124165,3,8.79
124165,4,0
124166,3,7.91
124166,4,0
124167,3,8.43
124167,4,0
124168,3,7.25
124168,4,0
124169,3,9.27
124169,4,0
124170,3,8.27
124170,4,0
124171,3,7.51
124171,4,1
124172,3,7.87
124172,4,0
124173,3,8.7
124173,4,0
124174,3,7.76
124174,4,0
124175,3,5.71
124175,4,1
124176,3,7.69
124176,4,0
124177,3,8.13
124177,4,0
124178,3,7.58
124178,4,0
124179,3,8.73
124179,4,0
124180,3,8.12
124180,4,0
124181,3,8.28
124181,4,0
124182,3,7.57
124182,4,0
124183,3,8.04
124183,4,0
124184,3,6.89
124184,4,1
124185,3,7.6
124185,4,0
124186,3,6.51
124186,4,1
124187,3,8.34
124187,4,0
124188,3,7.53
124188,4,1
124189,3,8.86
124189,4,0
124190,3,8.13
124190,4,0
124191,3,7.86
124191,4,0
124192,3,7.64
124192,4,0
124193,3,7.94
124193,4,0
124194,3,9.41
124194,4,1
124195,3,7.12
124195,4,0
124196,3,7.69
124196,4,0
124197,3,8.34
124197,4,0
124198,3,7.72
124198,4,0
124199,3,8.33
124199,4,0
124200,3,9.65
124200,4,1
124201,3,7.19
124201,4,0
124202,3,6.8
124202,4,0
124203,3,7.56
124203,4,0
124204,3,8.09
124204,4,0
124205,3,6.93
124205,4,0
124206,3,7.91
124206,4,1
124207,3,7.68
124207,4,0
124208,3,6.29
124208,4,0
124209,3,7.27
124209,4,0
124210,3,8.95
124210,4,0
124211,3,7.74
124211,4,0
124212,3,8.58
124212,4,0
124213,3,9.01
124213,4,0
124214,3,7.65
124214,4,0
124215,3,8.48
124215,4,0
124216,3,8.48
124216,4,0
124217,3,7.39
124217,4,0
124218,3,6.8
124218,4,0
124219,3,5.79
124219,4,0
124220,3,7.45
124220,4,0
124221,3,9.25
124221,4,0
124222,3,8.67
124222,4,0
124223,3,6.69
124223,4,0
124224,3,7.05
124224,4,0
124225,3,9.04
124225,4,1
124226,3,8.25
124226,4,0
124227,3,7.85
124227,4,1
124228,3,6.77
124228,4,0
124229,3,6.57
124229,4,0
124230,3,7.41
124230,4,0
124231,3,6.17
124231,4,0
124232,3,7.83
124232,4,0
124233,3,8.01
124233,4,0
124234,3,7.27
124234,4,1
124235,3,7.47
124235,4,0
124236,3,7.61
124236,4,0
124237,3,4.69
124237,4,1
124238,3,8.24
124238,4,1
124239,3,6.88
124239,4,0
124240,3,6.87
124240,4,0
124241,3,6.87
124241,4,1
124242,3,8.45
124242,4,0
124243,3,8.47
124243,4,0
124244,3,8.07
124244,4,0
124245,3,6.12
124245,4,1
124246,3,8.03
124246,4,0
124247,3,8.5
124247,4,0
124248,3,7.0
124248,4,1
124249,3,6.92
124249,4,0
124250,3,8.08
124250,4,0
124251,3,6.77
124251,4,1
124252,3,5.91
124252,4,0
124253,3,9.1
124253,4,1
124254,3,6.68
124254,4,1
124255,3,8.0
124255,4,0
124256,3,6.56
124256,4,1
124257,3,7.58
124257,4,0
124258,3,5.92
124258,4,1
124259,3,7.09
124259,4,0
124260,3,7.11
124260,4,0
124261,3,6.33
124261,4,1
124262,3,5.18
124262,4,1
124263,3,9.69
124263,4,1
124264,3,6.46
124264,4,1
124265,3,6.88
124265,4,0
124266,3,9.32
124266,4,0
124267,3,6.66
124267,4,0
124268,3,5.75
124268,4,1
124269,3,5.91
124269,4,1
124270,3,5.77
124270,4,1
124271,3,5.6
124271,4,0
124272,3,8.91
124272,4,1
124273,3,6.58
124273,4,0
124274,3,6.38
124274,4,1
124275,3,6.69
124275,4,1
124276,3,8.78
124276,4,0
124277,3,7.46
124277,4,1
124278,3,6.97
124278,4,0
124279,3,4.19
124279,4,1
124280,3,7.55
124280,4,0
124281,3,8.2
124281,4,0
124282,3,7.55
124282,4,0
124283,3,7.2
124283,4,0
124284,3,7.42
124284,4,0
124285,3,4.4
124285,4,1
124286,3,10.01
124286,4,1
124287,3,5.45
124287,4,1
124288,3,9.83
124288,4,1
124289,3,5.4
124289,4,1
124290,3,5.79
124290,4,1
124291,3,6.28
124291,4,0
124292,3,5.79
124292,4,0
124293,3,3.93
124293,4,1
124294,3,7.92
124294,4,0
124295,3,6.04
124295,4,0
124296,3,5.86
124296,4,0
124297,3,5.1
124297,4,1
124298,3,5.44
124298,4,1
124299,3,3.76
124299,4,1
124300,3,5.95
124300,4,1
124301,3,2.26
124301,4,1
124302,3,2.32
124302,4,1
124303,3,9.42
124303,4,1
124304,3,9.37
124304,4,1
124305,3,7.79
124305,4,1
124306,3,9.32
124306,4,1
124307,3,9.27
124307,4,1
124308,3,9.12
124308,4,1
124309,3,9.31
124309,4,1
124310,3,9.19
124310,4,1
124311,3,9.32
124311,4,1
124312,3,9.27
124312,4,1
124313,3,8.7
124313,4,1
124314,3,9.29
124314,4,1
124315,3,9.05
124315,4,1
124316,3,9.11
124316,4,1
124317,3,9.19
124317,4,1
124318,3,9.25
124318,4,1
124319,3,9.08
124319,4,1
124320,3,9.06
124320,4,1
124321,3,9.1
124321,4,1
124322,3,9.32
124322,4,1
124323,3,9.0
124323,4,1
124324,3,9.13
124324,4,1
124325,3,9.02
124325,4,1
124326,3,9.05
124326,4,1
124327,3,9.11
124327,4,1
124328,3,9.15
124328,4,1
124329,3,8.99
124329,4,1
124330,3,9.17
124330,4,1
124331,3,9.12
124331,4,1
124332,3,8.97
124332,4,1
124333,3,9.07
124333,4,1
124334,3,9.19
124334,4,1
124335,3,8.79
124335,4,1
124336,3,8.9
124336,4,1
124337,3,9.17
124337,4,1
124338,3,9.01
124338,4,1
124339,3,9.12
124339,4,1
124340,3,9.1
124340,4,1
124341,3,9.01
124341,4,1
124342,3,9.1
124342,4,1
124343,3,8.66
124343,4,1
124344,3,8.98
124344,4,1
124345,3,9.12
124345,4,1
124346,3,8.72
124346,4,0
124347,3,9.09
124347,4,1
124348,3,8.54
124348,4,1
124349,3,9.08
124349,4,1
124350,3,8.92
124350,4,1
124351,3,8.8
124351,4,0
124352,3,8.93
124352,4,1
124353,3,8.76
124353,4,0
124354,3,9.22
124354,4,1
124355,3,9.05
124355,4,1
124356,3,8.93
124356,4,0
124357,3,8.85
124357,4,0
124358,3,8.62
124358,4,0
124359,3,9.05
124359,4,1
124360,3,8.67
124360,4,0
124361,3,8.89
124361,4,1
124362,3,8.84
124362,4,0
124363,3,8.82
124363,4,0
124364,3,8.65
124364,4,0
124365,3,8.68
124365,4,1
124366,3,8.92
124366,4,0
124367,3,8.88
124367,4,0
124368,3,8.85
124368,4,0
124369,3,8.81
124369,4,0
124370,3,8.99
124370,4,1
124371,3,8.47
124371,4,0
124372,3,8.92
124372,4,1
124373,3,8.63
124373,4,0
124374,3,9.0
124374,4,1
124375,3,9.02
124375,4,0
124376,3,8.83
124376,4,0
124377,3,8.94
124377,4,1
124378,3,8.52
124378,4,0
124379,3,8.59
124379,4,1
124380,3,8.72
124380,4,0
124381,3,8.75
124381,4,0
124382,3,8.59
124382,4,0
124383,3,8.85
124383,4,0
124384,3,8.73
124384,4,0
124385,3,8.98
124385,4,1
124386,3,8.97
124386,4,1
124387,3,8.76
124387,4,0
124388,3,8.56
124388,4,0
124389,3,8.73
124389,4,0
124390,3,8.45
124390,4,0
124391,3,8.45
124391,4,0
124392,3,8.78
124392,4,0
124393,3,9.02
124393,4,0
124394,3,8.8
124394,4,0
124395,3,9.05
124395,4,1
124396,3,8.76
124396,4,1
124397,3,8.8
124397,4,0
124398,3,8.8
124398,4,0
124399,3,8.83
124399,4,0
124400,3,8.64
124400,4,0
124401,3,8.7
124401,4,0
124402,3,8.79
124402,4,0
124403,3,8.81
124403,4,0
124404,3,8.75
124404,4,0
124405,3,8.75
124405,4,0
124406,3,8.64
124406,4,0
124407,3,8.93
124407,4,1
124408,3,8.69
124408,4,0
124409,3,8.75
124409,4,0
124410,3,8.75
124410,4,0
124411,3,8.65
124411,4,0
124412,3,8.5
124412,4,0
124413,3,8.53
124413,4,0
124414,3,8.89
124414,4,1
124415,3,8.91
124415,4,0
124416,3,8.84
124416,4,0
124417,3,8.71
124417,4,1
124418,3,8.87
124418,4,1
124419,3,8.74
124419,4,0
124420,3,8.65
124420,4,0
124421,3,8.77
124421,4,0
124422,3,8.62
124422,4,0
124423,3,8.6
124423,4,0
124424,3,8.18
124424,4,0
124425,3,8.67
124425,4,0
124426,3,8.34
124426,4,0
124427,3,8.63
124427,4,0
124428,3,8.68
124428,4,0
124429,3,8.54
124429,4,0
124430,3,7.11
124430,4,0
124431,3,7.12
124431,4,0
124432,3,8.64
124432,4,0
124433,3,8.62
124433,4,0
124434,3,8.28
124434,4,0
124435,3,8.25
124435,4,0
124436,3,8.65
124436,4,0
124437,3,8.78
124437,4,0
124438,3,8.56
124438,4,0
124439,3,8.49
124439,4,0
124440,3,8.58
124440,4,0
124441,3,8.25
124441,4,0
124442,3,8.63
124442,4,0
124443,3,8.63
124443,4,0
124444,3,8.0
124444,4,0
124445,3,8.44
124445,4,0
124446,3,8.7
124446,4,0
124447,3,8.27
124447,4,0
124448,3,8.28
124448,4,0
124449,3,8.51
124449,4,1
124450,3,8.54
124450,4,0
124451,3,8.56
124451,4,0
124452,3,8.6
124452,4,0
124453,3,8.23
124453,4,0
124454,3,8.33
124454,4,0
124455,3,8.59
124455,4,0
124456,3,8.57
124456,4,0
124457,3,7.03
124457,4,0
124458,3,8.89
124458,4,1
124459,3,8.3
124459,4,0
124460,3,7.91
124460,4,0
124461,3,8.56
124461,4,0
124462,3,8.29
124462,4,0
124463,3,8.51
124463,4,0
124464,3,8.37
124464,4,0
124465,3,8.7
124465,4,0
124466,3,8.48
124466,4,0
124467,3,8.58
124467,4,0
124468,3,8.4
124468,4,0
124469,3,8.42
124469,4,0
124470,3,8.25
124470,4,0
124471,3,8.16
124471,4,0
124472,3,8.34
124472,4,0
124473,3,8.01
124473,4,0
124474,3,7.91
124474,4,0
124475,3,8.2
124475,4,0
124476,3,8.45
124476,4,0
124477,3,8.19
124477,4,0
124478,3,8.39
124478,4,0
124479,3,8.4
124479,4,0
124480,3,8.37
124480,4,0
124481,3,8.41
124481,4,0
124482,3,8.65
124482,4,0
124483,3,8.19
124483,4,0
124484,3,8.0
124484,4,0
124485,3,8.19
124485,4,0
124486,3,8.32
124486,4,0
124487,3,8.19
124487,4,0
124488,3,8.11
124488,4,0
124489,3,8.34
124489,4,0
124490,3,8.16
124490,4,0
124491,3,8.35
124491,4,0
124492,3,7.95
124492,4,0
124493,3,8.38
124493,4,0
124494,3,8.49
124494,4,0
124495,3,8.16
124495,4,0
124496,3,8.41
124496,4,0
124497,3,8.28
124497,4,0
124498,3,8.33
124498,4,0
124499,3,8.33
124499,4,0
124500,3,8.0
124500,4,0
124501,3,7.95
124501,4,0
124502,3,8.02
124502,4,0
124503,3,7.98
124503,4,0
124504,3,8.35
124504,4,0
124505,3,8.32
124505,4,0
124506,3,8.42
124506,4,0
124507,3,8.35
124507,4,0
124508,3,7.14
124508,4,0
124509,3,8.24
124509,4,0
124510,3,8.26
124510,4,0
124511,3,8.32
124511,4,0
124512,3,7.12
124512,4,0
124513,3,7.98
124513,4,0
124514,3,8.19
124514,4,0
124515,3,7.79
124515,4,0
124516,3,8.24
124516,4,0
124517,3,8.34
124517,4,0
124518,3,8.19
124518,4,0
124519,3,8.51
124519,4,0
124520,3,8.24
124520,4,0
124521,3,8.7
124521,4,0
124522,3,8.28
124522,4,0
124523,3,8.14
124523,4,0
124524,3,8.14
124524,4,0
124525,3,7.98
124525,4,0
124526,3,7.88
124526,4,0
124527,3,7.94
124527,4,0
124528,3,8.4
124528,4,0
124529,3,8.08
124529,4,0
124530,3,8.13
124530,4,0
124531,3,8.06
124531,4,0
124532,3,8.27
124532,4,0
124533,3,8.28
124533,4,0
124534,3,8.06
124534,4,0
124535,3,8.07
124535,4,0
124536,3,8.21
124536,4,0
124537,3,8.11
124537,4,0
124538,3,8.13
124538,4,0
124539,3,7.16
124539,4,0
124540,3,8.09
124540,4,0
124541,3,8.12
124541,4,0
124542,3,8.07
124542,4,0
124543,3,7.89
124543,4,0
124544,3,8.22
124544,4,0
124545,3,8.21
124545,4,0
124546,3,8.01
124546,4,0
124547,3,8.12
124547,4,0
124548,3,8.04
124548,4,0
124549,3,8.28
124549,4,0
124550,3,7.86
124550,4,0
124551,3,7.67
124551,4,0
124552,3,7.71
124552,4,0
124553,3,7.83
124553,4,0
124554,3,7.05
124554,4,0
124555,3,7.92
124555,4,0
124556,3,8.02
124556,4,0
124557,3,8.04
124557,4,0
124558,3,7.91
124558,4,0
124559,3,8.12
124559,4,0
124560,3,7.25
124560,4,0
124561,3,7.57
124561,4,0
124562,3,8.09
124562,4,0
124563,3,7.93
124563,4,0
124564,3,7.87
124564,4,0
124565,3,7.48
124565,4,0
124566,3,8.15
124566,4,0
124567,3,7.79
124567,4,0
124568,3,7.97
124568,4,0
124569,3,7.92
124569,4,0
124570,3,7.9
124570,4,0
124571,3,8.05
124571,4,0
124572,3,7.66
124572,4,0
124573,3,7.85
124573,4,0
124574,3,7.98
124574,4,0
124575,3,7.91
124575,4,0
124576,3,7.52
124576,4,0
124577,3,8.09
124577,4,0
124578,3,8.05
124578,4,0
124579,3,7.79
124579,4,0
124580,3,8.09
124580,4,0
124581,3,7.97
124581,4,0
124582,3,7.95
124582,4,0
124583,3,7.97
124583,4,0
124584,3,7.0
124584,4,0
124585,3,7.6
124585,4,0
124586,3,7.76
124586,4,0
124587,3,7.57
124587,4,0
124588,3,8.03
124588,4,0
124589,3,8.16
124589,4,0
124590,3,7.93
124590,4,0
124591,3,7.06
124591,4,0
124592,3,7.98
124592,4,0
124593,3,7.71
124593,4,0
124594,3,7.94
124594,4,0
124595,3,7.88
124595,4,0
124596,3,7.96
124596,4,0
124597,3,7.58
124597,4,0
124598,3,8.11
124598,4,0
124599,3,7.65
124599,4,0
124600,3,7.77
124600,4,0
124601,3,7.82
124601,4,0
124602,3,7.87
124602,4,0
124603,3,7.59
124603,4,0
124604,3,7.7
124604,4,0
124605,3,7.86
124605,4,0
124606,3,7.85
124606,4,0
124607,3,7.63
124607,4,0
124608,3,7.99
124608,4,0
124609,3,8.18
124609,4,0
124610,3,7.74
124610,4,0
124611,3,8.07
124611,4,0
124612,3,7.54
124612,4,0
124613,3,7.89
124613,4,0
124614,3,7.57
124614,4,0
124615,3,7.87
124615,4,0
124616,3,7.65
124616,4,0
124617,3,7.83
124617,4,0
124618,3,7.42
124618,4,0
124619,3,7.66
124619,4,0
124620,3,7.48
124620,4,0
124621,3,8.07
124621,4,0
124622,3,7.95
124622,4,0
124623,3,7.82
124623,4,0
124624,3,7.75
124624,4,0
124625,3,7.68
124625,4,0
124626,3,7.58
124626,4,0
124627,3,7.44
124627,4,0
124628,3,7.59
124628,4,0
124629,3,8.85
124629,4,1
124630,3,8.01
124630,4,0
124631,3,7.57
124631,4,0
124632,3,7.55
124632,4,0
124633,3,7.68
124633,4,0
124634,3,7.8
124634,4,0
124635,3,7.74
124635,4,0
124636,3,7.86
124636,4,0
124637,3,7.58
124637,4,0
124638,3,7.75
124638,4,0
124639,3,7.51
124639,4,0
124640,3,7.52
124640,4,0
124641,3,7.64
124641,4,0
124642,3,7.51
124642,4,0
124643,3,7.88
124643,4,0
124644,3,7.72
124644,4,0
124645,3,7.64
124645,4,0
124646,3,7.68
124646,4,0
124647,3,7.67
124647,4,0
124648,3,7.72
124648,4,0
124649,3,7.59
124649,4,0
124650,3,7.49
124650,4,0
124651,3,7.53
124651,4,0
124652,3,7.58
124652,4,0
124653,3,7.93
124653,4,0
124654,3,7.48
124654,4,0
124655,3,7.53
124655,4,0
124656,3,7.39
124656,4,0
124657,3,7.71
124657,4,0
124658,3,7.59
124658,4,0
124659,3,7.65
124659,4,0
124660,3,7.53
124660,4,0
124661,3,7.63
124661,4,0
124662,3,7.58
124662,4,0
124663,3,7.44
124663,4,0
124664,3,7.63
124664,4,0
124665,3,7.67
124665,4,0
124666,3,7.59
124666,4,0
124667,3,7.35
124667,4,0
124668,3,7.76
124668,4,0
124669,3,7.77
124669,4,0
124670,3,7.74
124670,4,0
124671,3,7.66
124671,4,0
124672,3,7.5
124672,4,0
124673,3,7.6
124673,4,0
124674,3,7.79
124674,4,0
124675,3,7.61
124675,4,0
124676,3,7.61
124676,4,0
124677,3,7.54
124677,4,0
124678,3,7.78
124678,4,0
124679,3,7.32
124679,4,0
124680,3,7.86
124680,4,0
124681,3,7.34
124681,4,0
124682,3,7.46
124682,4,0
124683,3,7.63
124683,4,0
124684,3,7.57
124684,4,0
124685,3,7.68
124685,4,0
124686,3,7.53
124686,4,0
124687,3,8.01
124687,4,0
124688,3,7.67
124688,4,0
124689,3,7.49
124689,4,0
124690,3,7.66
124690,4,0
124691,3,7.84
124691,4,0
124692,3,7.39
124692,4,0
124693,3,7.26
124693,4,0
124694,3,7.62
124694,4,0
124695,3,7.45
124695,4,0
124696,3,7.52
124696,4,0
124697,3,7.59
124697,4,0
124698,3,7.58
124698,4,0
124699,3,7.79
124699,4,0
124700,3,7.37
124700,4,0
124701,3,7.51
124701,4,0
124702,3,7.46
124702,4,0
124703,3,7.25
124703,4,0
124704,3,7.55
124704,4,0
124705,3,7.46
124705,4,0
124706,3,7.33
124706,4,0
124707,3,7.5
124707,4,0
124708,3,7.48
124708,4,0
124709,3,7.09
124709,4,0
124710,3,7.59
124710,4,0
124711,3,7.19
124711,4,0
124712,3,7.59
124712,4,0
124713,3,7.63
124713,4,0
124714,3,7.26
124714,4,0
124715,3,6.94
124715,4,0
124716,3,7.29
124716,4,0
124717,3,7.42
124717,4,0
124718,3,7.58
124718,4,0
124719,3,7.37
124719,4,0
124720,3,7.52
124720,4,0
124721,3,7.52
124721,4,0
124722,3,7.12
124722,4,0
124723,3,7.63
124723,4,0
124724,3,7.28
124724,4,0
124725,3,7.43
124725,4,0
124726,3,7.54
124726,4,0
124727,3,7.46
124727,4,0
124728,3,7.1
124728,4,0
124729,3,6.94
124729,4,0
124730,3,7.2
124730,4,0
124731,3,7.39
124731,4,0
124732,3,7.2
124732,4,0
124733,3,7.12
124733,4,0
124734,3,7.37
124734,4,0
124735,3,7.31
124735,4,0
124736,3,7.34
124736,4,0
124737,3,7.31
124737,4,0
124738,3,7.45
124738,4,0
124739,3,6.93
124739,4,0
124740,3,7.37
124740,4,0
124741,3,7.65
124741,4,0
124742,3,7.26
124742,4,0
124743,3,7.11
124743,4,0
124744,3,7.22
124744,4,0
124745,3,7.13
124745,4,0
124746,3,7.06
124746,4,0
124747,3,7.37
124747,4,0
124748,3,7.27
124748,4,0
124749,3,7.35
124749,4,0
124750,3,6.89
124750,4,0
124751,3,7.64
124751,4,0
124752,3,7.1
124752,4,0
124753,3,7.16
124753,4,0
124754,3,7.28
124754,4,0
124755,3,7.75
124755,4,0
124756,3,7.42
124756,4,0
124757,3,7.39
124757,4,0
124758,3,7.19
124758,4,0
124759,3,6.97
124759,4,0
124760,3,7.07
124760,4,0
124761,3,7.02
124761,4,0
124762,3,7.41
124762,4,0
124763,3,7.38
124763,4,0
124764,3,7.32
124764,4,0
124765,3,7.28
124765,4,0
124766,3,7.24
124766,4,0
124767,3,6.94
124767,4,0
124768,3,7.36
124768,4,0
124769,3,7.26
124769,4,0
124770,3,7.47
124770,4,0
124771,3,7.4
124771,4,0
124772,3,7.37
124772,4,0
124773,3,7.45
124773,4,0
124774,3,7.33
124774,4,0
124775,3,7.39
124775,4,0
124776,3,7.36
124776,4,0
124777,3,6.93
124777,4,0
124778,3,7.5
124778,4,0
124779,3,7.32
124779,4,0
124780,3,7.09
124780,4,0
124781,3,7.24
124781,4,0
124782,3,7.42
124782,4,0
124783,3,7.07
124783,4,0
124784,3,7.3
124784,4,0
124785,3,7.48
124785,4,0
124786,3,7.23
124786,4,0
124787,3,7.36
124787,4,0
124788,3,7.14
124788,4,0
124789,3,7.2
124789,4,0
124790,3,7.19
124790,4,0
124791,3,7.32
124791,4,0
124792,3,6.92
124792,4,0
124793,3,7.03
124793,4,0
124794,3,7.33
124794,4,0
124795,3,7.46
124795,4,0
124796,3,7.27
124796,4,0
124797,3,7.15
124797,4,0
124798,3,7.44
124798,4,0
124799,3,7.06
124799,4,0
124800,3,7.26
124800,4,0
124801,3,7.17
124801,4,0
124802,3,7.19
124802,4,0
124803,3,7.11
124803,4,0
124804,3,7.29
124804,4,0
124805,3,7.31
124805,4,0
124806,3,6.86
124806,4,0
124807,3,7.14
124807,4,0
124808,3,7.12
124808,4,0
124809,3,6.98
124809,4,0
124810,3,7.29
124810,4,0
124811,3,7.68
124811,4,0
124812,3,7.12
124812,4,0
124813,3,7.02
124813,4,0
124814,3,7.16
124814,4,0
124815,3,7.26
124815,4,0
124816,3,7.11
124816,4,0
124817,3,6.91
124817,4,0
124818,3,7.43
124818,4,0
124819,3,7.1
124819,4,0
124820,3,7.01
124820,4,0
124821,3,6.98
124821,4,0
124822,3,7.33
124822,4,0
124823,3,6.77
124823,4,0
124824,3,7.03
124824,4,0
124825,3,6.74
124825,4,0
124826,3,7.18
124826,4,0
124827,3,7.05
124827,4,0
124828,3,6.92
124828,4,0
124829,3,6.52
124829,4,0
124830,3,7.34
124830,4,0
124831,3,5.99
124831,4,1
124832,3,7.25
124832,4,0
124833,3,6.85
124833,4,0
124834,3,6.97
124834,4,0
124835,3,7.22
124835,4,0
124836,3,7.15
124836,4,0
124837,3,6.98
124837,4,0
124838,3,7.06
124838,4,0
124839,3,6.91
124839,4,0
124840,3,7.11
124840,4,0
124841,3,7.09
124841,4,0
124842,3,7.3
124842,4,0
124843,3,7.08
124843,4,0
124844,3,7.4
124844,4,0
124845,3,6.49
124845,4,0
124846,3,7.2
124846,4,0
124847,3,7.13
124847,4,0
124848,3,6.89
124848,4,0
124849,3,6.48
124849,4,0
124850,3,7.1
124850,4,0
124851,3,7.37
124851,4,0
124852,3,7.24
124852,4,0
124853,3,7.09
124853,4,0
124854,3,7.08
